strategy_name,term,entry_mode,symbol,name,listing_date,unlock_date,entry_dt,entry_price,exit_dt,exit_price,hold_days_after_entry,ipo_price,ipo_price_source,prev_close_vs_ipo,prev_close_date,entry_price_vs_ipo,gross_ret,net_ret
15D_close_midhold,15D,close,354320,알멕,2023-06-30,2023-07-15,2023-07-17,112000.0,2023-07-24,99800.0,5,50000.0,kind,2.434,2023-07-14,2.24,-0.10892857142857137,-0.11097772834074893
15D_close_midhold,15D,close,440320,오픈놀,2023-06-30,2023-07-15,2023-07-17,11720.0,2023-07-24,8930.0,5,10000.0,kind,1.315,2023-07-14,1.172,-0.23805460750853247,-0.23980681907952728
15D_close_midhold,15D,close,274400,이노시뮬레이션,2023-07-06,2023-07-21,2023-07-21,18080.0,2023-07-28,15700.0,5,15000.0,kind,1.2613333333333334,2023-07-20,1.2053333333333334,-0.13163716814159288,-0.13363410311462143
15D_close_midhold,15D,close,440110,파두,2023-08-07,2023-08-22,2023-08-22,39300.0,2023-08-29,39000.0,5,31000.0,kind,1.3516129032258064,2023-08-21,1.267741935483871,-0.007633587786259555,-0.009915688219286234
15D_close_midhold,15D,close,448710,코츠테크놀로지,2023-08-10,2023-08-25,2023-08-25,18350.0,2023-09-01,18300.0,5,13000.0,kind,1.4423076923076923,2023-08-24,1.4115384615384616,-0.0027247956403270157,-0.0050181846020102006
15D_close_midhold,15D,close,445680,큐리옥스바이오시스템즈,2023-08-10,2023-08-25,2023-08-25,19455.0,2023-09-01,30458.0,5,13000.0,kind,1.3946153846153846,2023-08-24,1.4965384615384616,0.5655615523001798,0.5619613007676192
15D_close_midhold,15D,close,424960,스마트레이더시스템,2023-08-22,2023-09-06,2023-09-06,26000.0,2023-09-13,22200.0,5,8000.0,kind,3.2,2023-09-05,3.25,-0.1461538461538462,-0.14811739777494914
15D_close_midhold,15D,close,418250,시큐레터,2023-08-24,2023-09-08,2023-09-08,28550.0,2023-09-15,29550.0,5,12000.0,kind,2.5708333333333333,2023-09-07,2.379166666666667,0.035026269702276736,0.03264606631246991
15D_close_midhold,15D,close,454910,두산로보틱스,2023-10-05,2023-10-20,2023-10-20,35500.0,2023-10-27,32300.0,5,26000.0,kind,1.4711538461538463,2023-10-19,1.3653846153846154,-0.09014084507042253,-0.09223320727243034
15D_close_midhold,15D,close,451220,아이엠티,2023-10-10,2023-10-25,2023-10-25,23650.0,2023-11-01,20000.0,5,14000.0,kind,1.8142857142857143,2023-10-24,1.6892857142857143,-0.15433403805496826,-0.15627877805644164
15D_close_midhold,15D,close,396470,워트,2023-10-26,2023-11-10,2023-11-10,10470.0,2023-11-17,9500.0,5,6500.0,kind,1.66,2023-11-09,1.6107692307692307,-0.09264565425023874,-0.09473225625516257
15D_close_midhold,15D,close,221800,유투바이오,2023-11-02,2023-11-17,2023-11-17,5230.0,2023-11-24,5910.0,5,4400.0,kind,1.2545454545454546,2023-11-16,1.1886363636363637,0.13001912045889097,0.12742046627996229
15D_close_midhold,15D,close,372320,큐로셀,2023-11-09,2023-11-24,2023-11-24,31350.0,2023-12-01,26000.0,5,20000.0,kind,1.5875,2023-11-23,1.5675,-0.17065390749601272,-0.1725611174272822
15D_close_midhold,15D,close,365330,에스와이스틸텍,2023-11-13,2023-11-28,2023-11-28,2949.0,2023-12-05,2343.0,5,1800.0,kind,1.8077777777777777,2023-11-27,1.6383333333333334,-0.20549338758901325,-0.20732047873388681
15D_close_midhold,15D,close,445090,에이직랜드,2023-11-13,2023-11-28,2023-11-28,56000.0,2023-12-05,41800.0,5,25000.0,kind,2.176,2023-11-27,2.24,-0.25357142857142856,-0.2552879568064792
15D_close_midhold,15D,close,452300,캡스톤파트너스,2023-11-15,2023-11-30,2023-11-30,5310.0,2023-12-07,5060.0,5,4000.0,kind,1.3375,2023-11-29,1.3275,-0.04708097928436916,-0.04927236432425908
15D_close_midhold,15D,close,450080,에코프로머티,2023-11-17,2023-12-02,2023-12-04,137500.0,2023-12-11,140200.0,5,36200.0,kind,3.7679558011049723,2023-12-01,3.798342541436464,0.019636363636363674,0.017291551721787313
15D_close_midhold,15D,close,452280,한선엔지니어링,2023-11-24,2023-12-09,2023-12-11,10600.0,2023-12-18,9260.0,5,7000.0,kind,1.542857142857143,2023-12-08,1.5142857142857142,-0.1264150943396226,-0.1284240382810503
