strategy_name,term,entry_mode,symbol,name,listing_date,unlock_date,reason,query_start,query_end,prev_close_vs_ipo,threshold,daily_rows,daily_min,daily_max,target_entry_date,entry_idx,exit_idx
15D_close_midhold,15D,close,452190,한빛레이저,2024-01-04,2024-01-19,ipo_price_missing_for_prev_filter,20231230,20240228,,,,,,,,
15D_close_midhold,15D,close,267080,세븐브로이맥주,2024-01-17,2024-02-01,ipo_price_missing_for_prev_filter,20240112,20240312,,,,,,,,
15D_close_midhold,15D,close,440290,HB인베스트먼트,2024-01-25,2024-02-09,prev_close_vs_ipo_below_min,20240120,20240320,1.1279411764705882,2.0,,,,,,
15D_close_midhold,15D,close,362990,드림인사이트,2024-01-25,2024-02-09,ipo_price_missing_for_prev_filter,20240120,20240320,,,,,,,,
15D_close_midhold,15D,close,066970,엘앤에프,2024-01-29,2024-02-13,ipo_price_missing_for_prev_filter,20240124,20240324,,,,,,,,
15D_close_midhold,15D,close,105760,포스뱅크,2024-01-29,2024-02-13,prev_close_vs_ipo_below_min,20240124,20240324,1.1972222222222222,2.0,,,,,,
15D_close_midhold,15D,close,199550,레이저옵텍,2024-02-01,2024-02-16,ipo_price_missing_for_prev_filter,20240127,20240327,,,,,,,,
15D_close_midhold,15D,close,472850,폰드그룹,2024-02-02,2024-02-17,ipo_price_missing_for_prev_filter,20240128,20240328,,,,,,,,
15D_close_midhold,15D,close,415380,스튜디오삼익,2024-02-06,2024-02-21,prev_close_vs_ipo_below_min,20240201,20240401,0.5363888888888889,2.0,,,,,,
15D_close_midhold,15D,close,443670,에스피소프트,2024-02-15,2024-03-01,ipo_price_missing_for_prev_filter,20240210,20240410,,,,,,,,
15D_close_midhold,15D,close,452430,사피엔반도체,2024-02-19,2024-03-05,ipo_price_missing_for_prev_filter,20240214,20240414,,,,,,,,
15D_close_midhold,15D,close,068100,케이웨더,2024-02-22,2024-03-08,prev_close_vs_ipo_below_min,20240217,20240417,1.5,2.0,,,,,,
15D_close_midhold,15D,close,418620,E8,2024-02-23,2024-03-09,ipo_price_missing_for_prev_filter,20240218,20240418,,,,,,,,
15D_close_midhold,15D,close,360350,코셈,2024-02-23,2024-03-09,prev_close_vs_ipo_below_min,20240218,20240418,1.975,2.0,,,,,,
15D_close_midhold,15D,close,278470,에이피알,2024-02-27,2024-03-13,prev_close_vs_ipo_below_min,20240222,20240422,0.2016,2.0,,,,,,
15D_close_midhold,15D,close,199430,케이엔알시스템,2024-03-07,2024-03-22,prev_close_vs_ipo_below_min,20240302,20240501,1.8666666666666667,2.0,,,,,,
15D_close_midhold,15D,close,036220,오상헬스케어,2024-03-13,2024-03-28,prev_close_vs_ipo_below_min,20240308,20240507,1.01,2.0,,,,,,
15D_close_midhold,15D,close,437730,삼현,2024-03-21,2024-04-05,prev_close_vs_ipo_below_min,20240316,20240515,0.4508666666666667,2.0,,,,,,
15D_close_midhold,15D,close,420570,제이투케이바이오,2024-03-25,2024-04-09,ipo_price_missing_for_prev_filter,20240320,20240519,,,,,,,,
15D_close_midhold,15D,close,475150,SK이터닉스,2024-03-29,2024-04-13,ipo_price_missing_for_prev_filter,20240324,20240523,,,,,,,,
15D_close_midhold,15D,close,461030,아이엠비디엑스,2024-04-03,2024-04-18,prev_close_vs_ipo_below_min,20240329,20240528,1.623076923076923,2.0,,,,,,
15D_close_midhold,15D,close,451250,삐아,2024-04-25,2024-05-10,ipo_price_missing_for_prev_filter,20240420,20240619,,,,,,,,
15D_close_midhold,15D,close,412540,제일엠앤에스,2024-04-30,2024-05-15,prev_close_vs_ipo_below_min,20240425,20240624,0.8968181818181818,2.0,,,,,,
15D_close_midhold,15D,close,347850,디앤디파마텍,2024-05-02,2024-05-17,prev_close_vs_ipo_below_min,20240427,20240626,0.25024242424242427,2.0,,,,,,
15D_close_midhold,15D,close,452200,민테크,2024-05-03,2024-05-18,prev_close_vs_ipo_below_min,20240428,20240627,1.0019047619047619,2.0,,,,,,
15D_close_midhold,15D,close,140430,카티스,2024-05-03,2024-05-18,ipo_price_missing_for_prev_filter,20240428,20240627,,,,,,,,
15D_close_midhold,15D,close,126730,코칩,2024-05-07,2024-05-22,prev_close_vs_ipo_below_min,20240502,20240701,1.0555555555555556,2.0,,,,,,
