strategy_name,term,entry_mode,hold_days_after_entry,trades,win_rate,avg_ret,median_ret,sum_ret,compound_ret,min_ret,max_ret
1Y_close_midhold,1Y,close,126,22,0.5909090909090909,0.2988881616662861,0.05816855933694676,6.575539556658295,9.97044122995161,-0.48822915864422145,4.737386824739125
3M_close_midhold,3M,close,32,76,0.5263157894736842,0.0477787902184438,0.007108804718630735,3.631188056601729,1.1469593285909183,-0.42127528378074675,1.0974716034989256
6M_close_midhold,6M,close,63,66,0.3787878787878788,0.028965972634635066,-0.0854113840934313,1.9117541938859144,-0.8953964189490649,-0.49093166884198325,1.6160316458860282
1M_close_midhold,1M,close,21,96,0.4166666666666667,0.02057426602386467,-0.03762187053234378,1.9751295382910086,-0.8737968968357802,-0.4234355954741834,1.5940208968654703
15D_close_midhold,15D,close,5,106,0.3584905660377358,-0.030458610594075133,-0.057213698458680795,-3.228612722971964,-0.9879827619702174,-0.33094729954367685,0.5619613007676192
