name_key,name,ipo_price,listing_date,source_kinds
에이텀,에이텀,18000.0,2023-12-01,"new_listing,subscription"
삼성스팩9호,삼성스팩9호,2000.0,2023-12-04,"new_listing,subscription"
교보스팩15호,교보스팩15호,2000.0,2023-12-05,"new_listing,subscription"
와이바이오로직스,와이바이오로직스,9000.0,2023-12-05,"new_listing,subscription"
케이엔에스,케이엔에스,23000.0,2023-12-06,"new_listing,subscription"
ls머트리얼즈,LS머트리얼즈,6000.0,2023-12-12,"new_listing,subscription"
블루엠텍,블루엠텍,19000.0,2023-12-13,"new_listing,subscription"
ibks스팩23호,IBKS스팩23호,2000.0,2023-12-22,"new_listing,subscription"
디에스단석,"디에스단석(구,단석산업)",100000.0,2023-12-22,"new_listing,subscription"
하나스팩30호,하나스팩30호,2000.0,2023-12-22,"new_listing,subscription"
대신밸런스스팩17호,대신밸런스스팩17호,2000.0,2024-01-24,"new_listing,subscription"
우진엔텍,우진엔텍,5300.0,2024-01-24,"new_listing,subscription"
에이치비인베스트먼트,에이치비인베스트먼트,3400.0,2024-01-25,"new_listing,subscription"
현대힘스,현대힘스,7300.0,2024-01-26,"new_listing,subscription"
포스뱅크,포스뱅크,18000.0,2024-01-29,"new_listing,subscription"
ibks스팩24호,IBKS스팩24호,2000.0,2024-02-01,"new_listing,subscription"
이닉스,이닉스(구.이닉스정호),14000.0,2024-02-01,"new_listing,subscription"
스튜디오삼익,스튜디오삼익,18000.0,2024-02-06,"new_listing,subscription"
신영스팩10호,신영스팩10호,2000.0,2024-02-06,"new_listing,subscription"
케이웨더,케이웨더,7000.0,2024-02-22,"new_listing,subscription"
이에이트,이에이트,20000.0,2024-02-23,"new_listing,subscription"
코셈,코셈,16000.0,2024-02-23,"new_listing,subscription"
에이피알,에이피알(유가),250000.0,2024-02-27,"new_listing,subscription"
유안타스팩15호,유안타스팩15호,2000.0,2024-02-29,"new_listing,subscription"
유진스팩10호,유진스팩10호,2000.0,2024-02-29,"new_listing,subscription"
sk증권스팩11호,SK증권스팩11호,2000.0,2024-03-04,"new_listing,subscription"
비엔케이스팩2호,비엔케이스팩2호,2000.0,2024-03-05,"new_listing,subscription"
하나스팩31호,하나스팩31호,2000.0,2024-03-05,"new_listing,subscription"
케이엔알시스템,케이엔알시스템,13500.0,2024-03-07,"new_listing,subscription"
오상헬스케어,오상헬스케어,20000.0,2024-03-13,"new_listing,subscription"
삼현,삼현,30000.0,2024-03-21,"new_listing,subscription"
엔젤로보틱스,엔젤로보틱스,20000.0,2024-03-26,"new_listing,subscription"
하나스팩32호,하나스팩32호,2000.0,2024-03-27,"new_listing,subscription"
아이엠비디엑스,아이엠비디엑스,13000.0,2024-04-03,"new_listing,subscription"
신한스팩12호,신한스팩12호,2000.0,2024-04-15,"new_listing,subscription"
신한스팩13호,신한스팩13호,2000.0,2024-04-22,"new_listing,subscription"
하나스팩33호,하나스팩33호,2000.0,2024-04-24,"new_listing,subscription"
제일엠앤에스,제일엠앤에스(구.제일기공),22000.0,2024-04-30,"new_listing,subscription"
디앤디파마텍,디앤디파마텍,33000.0,2024-05-02,"new_listing,subscription"
유안타스팩16호,유안타스팩16호,2000.0,2024-05-02,"new_listing,subscription"
민테크,민테크,10500.0,2024-05-03,"new_listing,subscription"
sk증권스팩12호,SK증권스팩12호,2000.0,2024-05-07,"new_listing,subscription"
코칩,코칩,18000.0,2024-05-07,"new_listing,subscription"
hd현대마린솔루션,HD현대마린솔루션(구.HD현대글로벌서비스)(유가),83400.0,2024-05-08,"new_listing,subscription"
kb스팩28호,KB스팩28호,2000.0,2024-05-17,"new_listing,subscription"
아이씨티케이,아이씨티케이,20000.0,2024-05-17,"new_listing,subscription"
노브랜드,노브랜드,14000.0,2024-05-23,"new_listing,subscription"
미래에셋비전스팩4호,미래에셋비전스팩4호,2000.0,2024-05-29,"new_listing,subscription"
그리드위즈,그리드위즈,40000.0,2024-06-14,"new_listing,subscription"
라메디텍,라메디텍,16000.0,2024-06-17,"new_listing,subscription"
디비금융스팩12호,디비금융스팩12호,2000.0,2024-06-18,"new_listing,subscription"
미래에셋비전스팩5호,미래에셋비전스팩5호,2000.0,2024-06-19,"new_listing,subscription"
씨어스테크놀로지,씨어스테크놀로지,17000.0,2024-06-19,"new_listing,subscription"
한국스팩14호,한국스팩14호,2000.0,2024-06-19,"new_listing,subscription"
kb스팩29호,KB스팩29호,2000.0,2024-06-21,"new_listing,subscription"
미래에셋비전스팩6호,미래에셋비전스팩6호,2000.0,2024-06-24,"new_listing,subscription"
에이치엠씨아이비스팩7호,에이치엠씨아이비스팩7호,2000.0,2024-06-24,"new_listing,subscription"
한중엔시에스,한중엔시에스,30000.0,2024-06-24,"new_listing,subscription"
에스오에스랩,에스오에스랩,11500.0,2024-06-25,"new_listing,subscription"
한국스팩15호,한국스팩15호,2000.0,2024-06-26,"new_listing,subscription"
하이젠알앤엠,하이젠알앤엠,7000.0,2024-06-27,"new_listing,subscription"
에이치브이엠,에이치브이엠(구.한국진공야금),18000.0,2024-06-28,"new_listing,subscription"
신한글로벌액티브리츠,신한글로벌액티브리츠,3000.0,2024-07-01,"new_listing,subscription"
이노스페이스,이노스페이스,43300.0,2024-07-02,"new_listing,subscription"
하스,하스,16000.0,2024-07-03,"new_listing,subscription"
시프트업,시프트업(유가),60000.0,2024-07-11,"new_listing,subscription"
이베스트스팩6호,이베스트스팩6호,2000.0,2024-07-12,"new_listing,subscription"
엑셀세라퓨틱스,엑셀세라퓨틱스,10000.0,2024-07-15,"new_listing,subscription"
sk증권스팩13호,SK증권스팩13호,2000.0,2024-07-25,"new_listing,subscription"
nh스팩31호,NH스팩31호,2000.0,2024-07-26,"new_listing,subscription"
산일전기,산일전기(유가),35000.0,2024-07-29,"new_listing,subscription"
피앤에스미캐닉스,피앤에스미캐닉스,22000.0,2024-07-31,"new_listing,subscription"
아이빔테크놀로지,아이빔테크놀로지,10000.0,2024-08-06,"new_listing,subscription"
뱅크웨어글로벌,뱅크웨어글로벌,16000.0,2024-08-12,"new_listing,subscription"
교보스팩16호,교보스팩16호,2000.0,2024-08-13,"new_listing,subscription"
유라클,유라클,21000.0,2024-08-16,"new_listing,subscription"
전진건설로봇,전진건설로봇(구.전진중공업)(유가),16500.0,2024-08-19,"new_listing,subscription"
넥스트바이오메디컬,넥스트바이오메디컬,29000.0,2024-08-20,"new_listing,subscription"
케이쓰리아이,케이쓰리아이,15500.0,2024-08-20,"new_listing,subscription"
티디에스팜,티디에스팜,13000.0,2024-08-21,"new_listing,subscription"
대신밸런스스팩18호,대신밸런스스팩18호,2000.0,2024-08-22,"new_listing,subscription"
엠83,엠83,16000.0,2024-08-22,"new_listing,subscription"
이엔셀,이엔셀,15300.0,2024-08-23,"new_listing,subscription"
아이스크림미디어,아이스크림미디어(구.시공미디어),32000.0,2024-08-30,"new_listing,subscription"
미래에셋비전스팩7호,미래에셋비전스팩7호,2000.0,2024-09-11,"new_listing,subscription"
아이언디바이스,아이언디바이스,7000.0,2024-09-23,"new_listing,subscription"
kb스팩30호,KB스팩30호,2000.0,2024-09-25,"new_listing,subscription"
제닉스,제닉스,40000.0,2024-09-30,"new_listing,subscription"
셀비온,셀비온,15000.0,2024-10-16,"new_listing,subscription"
와이제이링크,와이제이링크,12000.0,2024-10-18,"new_listing,subscription"
인스피언,인스피언,12000.0,2024-10-18,"new_listing,subscription"
루미르,루미르,12000.0,2024-10-21,"new_listing,subscription"
한켐,한켐,18000.0,2024-10-22,"new_listing,subscription"
씨메스,씨메스,30000.0,2024-10-24,"new_listing,subscription"
에이치엔에스하이텍,에이치엔에스하이텍,22000.0,2024-10-25,"new_listing,subscription"
웨이비스,웨이비스,15000.0,2024-10-25,"new_listing,subscription"
클로봇,클로봇,13000.0,2024-10-28,"new_listing,subscription"
성우,성우,32000.0,2024-10-31,"new_listing,subscription"
유진스팩11호,유진스팩11호,2000.0,2024-10-31,"new_listing,subscription"
에이럭스,에이럭스,16000.0,2024-11-01,"new_listing,subscription"
탑런토탈솔루션,탑런토탈솔루션,18000.0,2024-11-01,"new_listing,subscription"
에이치이엠파마,에이치이엠파마(구.에이치이엠),23000.0,2024-11-05,"new_listing,subscription"
더본코리아,더본코리아(유가),34000.0,2024-11-06,"new_listing,subscription"
토모큐브,토모큐브,16000.0,2024-11-07,"new_listing,subscription"
에어레인,에어레인,23000.0,2024-11-08,"new_listing,subscription"
노머스,노머스,30200.0,2024-11-12,"new_listing,subscription"
닷밀,닷밀,13000.0,2024-11-13,"new_listing,subscription"
쓰리빌리언,쓰리빌리언,4500.0,2024-11-14,"new_listing,subscription"
신한스팩15호,신한스팩15호,2000.0,2024-11-15,"new_listing,subscription"
에스켐,에스켐,10000.0,2024-11-18,"new_listing,subscription"
엠오티,엠오티,10000.0,2024-11-18,"new_listing,subscription"
사이냅소프트,사이냅소프트,24500.0,2024-11-19,"new_listing,subscription"
하나스팩34호,하나스팩34호,2000.0,2024-11-19,"new_listing,subscription"
대신밸런스스팩19호,대신밸런스스팩19호,2000.0,2024-11-20,"new_listing,subscription"
위츠,위츠,6400.0,2024-11-20,"new_listing,subscription"
교보스팩17호,교보스팩17호,2000.0,2024-11-21,"new_listing,subscription"
디비금융스팩13호,디비금융스팩13호,2000.0,2024-11-28,"new_listing,subscription"
케이비발해인프라투융자회사,케이비발해인프라투융자회사,8400.0,2024-11-29,"new_listing,subscription"
키움스팩11호,키움스팩11호,2000.0,2024-12-11,"new_listing,subscription"
kb스팩31호,KB스팩31호,2000.0,2024-12-12,"new_listing,subscription"
벡트,벡트,3900.0,2024-12-16,"new_listing,subscription"
엠앤씨솔루션,엠앤씨솔루션(유가),65000.0,2024-12-16,"new_listing,subscription"
온코크로스,온코크로스,7300.0,2024-12-18,"new_listing,subscription"
온코닉테라퓨틱스,온코닉테라퓨틱스,13000.0,2024-12-19,"new_listing,subscription"
듀켐바이오,듀켐바이오,8000.0,2024-12-20,"new_listing,subscription"
키움스팩10호,키움스팩10호,2000.0,2024-12-20,"new_listing,subscription"
신한스팩14호,신한스팩14호,2000.0,2024-12-23,"new_listing,subscription"
쓰리에이로직스,쓰리에이로직스,11000.0,2024-12-24,"new_listing,subscription"
파인메딕스,파인메딕스,10000.0,2024-12-26,"new_listing,subscription"
미트박스글로벌,미트박스글로벌,19000.0,2025-01-23,"new_listing,subscription"
유안타스팩17호,유안타스팩17호,2000.0,2025-01-23,"new_listing,subscription"
데이원컴퍼니,데이원컴퍼니(구.패스트캠퍼스),13000.0,2025-01-24,"new_listing,subscription"
아스테라시스,아스테라시스,4600.0,2025-01-24,"new_listing,subscription"
와이즈넛,와이즈넛,17000.0,2025-01-24,"new_listing,subscription"
삼양엔씨켐,삼양엔씨켐(구.엔씨켐),18000.0,2025-02-03,"new_listing,subscription"
아이지넷,아이지넷,7000.0,2025-02-04,"new_listing,subscription"
피아이이,피아이이,5000.0,2025-02-04,"new_listing,subscription"
lgcns,LGCNS(유가),61900.0,2025-02-05,"new_listing,subscription"
아이에스티이,아이에스티이,11400.0,2025-02-12,"new_listing,subscription"
동방메디컬,동방메디컬,10500.0,2025-02-13,"new_listing,subscription"
오름테라퓨틱,오름테라퓨틱,20000.0,2025-02-14,"new_listing,subscription"
동국생명과학,동국생명과학,9000.0,2025-02-17,"new_listing,subscription"
모티브링크,모티브링크(구.용인전자),6000.0,2025-02-20,"new_listing,subscription"
위너스,위너스,8500.0,2025-02-24,"new_listing,subscription"
엘케이켐,엘케이켐,21000.0,2025-02-25,"new_listing,subscription"
대진첨단소재,대진첨단소재,9000.0,2025-03-06,"new_listing,subscription"
엠디바이스,엠디바이스(구.메가일렉트로닉스),8350.0,2025-03-07,"new_listing,subscription"
서울보증보험,서울보증보험(유가),26000.0,2025-03-14,"new_listing,subscription"
씨케이솔루션,씨케이솔루션(유가),15000.0,2025-03-17,"new_listing,subscription"
티엑스알로보틱스,티엑스알로보틱스,13500.0,2025-03-20,"new_listing,subscription"
한텍,한텍,10800.0,2025-03-20,"new_listing,subscription"
한화플러스스팩5호,한화플러스스팩5호,2000.0,2025-03-20,"new_listing,subscription"
심플랫폼,심플랫폼,15000.0,2025-03-21,"new_listing,subscription"
더즌,더즌,9000.0,2025-03-24,"new_listing,subscription"
에이유브랜즈,에이유브랜즈,16000.0,2025-04-03,"new_listing,subscription"
한국피아이엠,한국피아이엠,11200.0,2025-04-04,"new_listing,subscription"
쎄크,쎄크,15000.0,2025-04-28,"new_listing,subscription"
나우로보틱스,나우로보틱스(구.나우테크닉스),6800.0,2025-05-08,"new_listing,subscription"
오가노이드사이언스,오가노이드사이언스,21000.0,2025-05-09,"new_listing,subscription"
원일티엔아이,원일티엔아이,13500.0,2025-05-09,"new_listing,subscription"
로킷헬스케어,로킷헬스케어,11000.0,2025-05-12,"new_listing,subscription"
이뮨온시아,이뮨온시아,3600.0,2025-05-19,"new_listing,subscription"
바이오비쥬,바이오비쥬,9100.0,2025-05-20,"new_listing,subscription"
달바글로벌,달바글로벌(구.비모뉴먼트)(유가),66300.0,2025-05-22,"new_listing,subscription"
인투셀,인투셀,17000.0,2025-05-23,"new_listing,subscription"
신한스팩16호,신한스팩16호,2000.0,2025-05-29,"new_listing,subscription"
키스트론,키스트론,3600.0,2025-06-02,"new_listing,subscription"
링크솔루션,링크솔루션,23000.0,2025-06-10,"new_listing,subscription"
gc지놈,GC지놈(구.GC녹십자지놈),10500.0,2025-06-11,"new_listing,subscription"
지에프씨생명과학,지에프씨생명과학,15300.0,2025-06-30,"new_listing,subscription"
kb스팩32호,KB스팩32호,2000.0,2025-07-04,"new_listing,subscription"
뉴엔에이아이,뉴엔에이아이(구.알에스엔),15000.0,2025-07-04,"new_listing,subscription"
싸이닉솔루션,싸이닉솔루션,4700.0,2025-07-07,"new_listing,subscription"
대신밸류리츠,대신밸류리츠(유가),5000.0,2025-07-10,"new_listing,subscription"
아우토크립트,아우토크립트,22000.0,2025-07-15,"new_listing,subscription"
ls스팩1호,LS스팩1호,2000.0,2025-07-22,"new_listing,subscription"
디비금융스팩14호,디비금융스팩14호,2000.0,2025-07-22,"new_listing,subscription"
도우인시스,도우인시스,32000.0,2025-07-23,"new_listing,subscription"
뉴로핏,뉴로핏,14000.0,2025-07-25,"new_listing,subscription"
엔알비,엔알비,21000.0,2025-07-28,"new_listing,subscription"
프로티나,프로티나,14000.0,2025-07-29,"new_listing,subscription"
대한조선,대한조선(유가),50000.0,2025-08-01,"new_listing,subscription"
하나스팩35호,하나스팩35호,2000.0,2025-08-06,"new_listing,subscription"
아이티켐,아이티켐,16100.0,2025-08-07,"new_listing,subscription"
교보스팩18호,교보스팩18호,2000.0,2025-08-14,"new_listing,subscription"
지투지바이오,지투지바이오,58000.0,2025-08-14,"new_listing,subscription"
삼양컴텍,삼양컴텍,7700.0,2025-08-18,"new_listing,subscription"
에스엔시스,에스엔시스,30000.0,2025-08-19,"new_listing,subscription"
한라캐스트,한라캐스트,5800.0,2025-08-20,"new_listing,subscription"
삼성스팩10호,삼성스팩10호,2000.0,2025-08-21,"new_listing,subscription"
제이피아이헬스케어,제이피아이헬스케어(구.정원정밀공업),20000.0,2025-08-21,"new_listing,subscription"
그래피,그래피,15000.0,2025-08-25,"new_listing,subscription"
에스투더블유,에스투더블유,13200.0,2025-09-19,"new_listing,subscription"
kb스팩33호,KB스팩33호,2000.0,2025-09-30,"new_listing,subscription"
삼성스팩11호,삼성스팩11호,2000.0,2025-09-30,"new_listing,subscription"
명인제약,명인제약(유가),58000.0,2025-10-01,"new_listing,subscription"
노타,노타,9100.0,2025-11-03,"new_listing,subscription"
이노테크,이노테크,14700.0,2025-11-07,"new_listing,subscription"
큐리오시스,큐리오시스,22000.0,2025-11-13,"new_listing,subscription"
세나테크놀로지,세나테크놀로지,56800.0,2025-11-14,"new_listing,subscription"
그린광학,그린광학,16000.0,2025-11-17,"new_listing,subscription"
더핑크퐁컴퍼니,더핑크퐁컴퍼니(구.스마트스터디),38000.0,2025-11-18,"new_listing,subscription"
씨엠티엑스,씨엠티엑스,60500.0,2025-11-20,"new_listing,subscription"
비엔케이스팩3호,비엔케이스팩3호,2000.0,2025-11-21,"new_listing,subscription"
비츠로넥스텍,비츠로넥스텍,6900.0,2025-11-21,"new_listing,subscription"
신영스팩11호,신영스팩11호,2000.0,2025-11-24,"new_listing,subscription"
미래에셋비전스팩8호,미래에셋비전스팩8호,2000.0,2025-11-27,"new_listing,subscription"
아로마티카,아로마티카,8000.0,2025-11-27,"new_listing,subscription"
삼성스팩12호,삼성스팩12호,2000.0,2025-11-28,"new_listing,subscription"
미래에셋비전스팩9호,미래에셋비전스팩9호,2000.0,2025-12-01,"new_listing,subscription"
에임드바이오,에임드바이오,11000.0,2025-12-04,"new_listing,subscription"
nh스팩32호,NH스팩32호,2000.0,2025-12-05,"new_listing,subscription"
테라뷰홀딩스,테라뷰홀딩스,8000.0,2025-12-09,"new_listing,subscription"
페스카로,페스카로,15500.0,2025-12-10,"new_listing,subscription"
유진스팩12호,유진스팩12호,2000.0,2025-12-11,"new_listing,subscription"
이지스,이지스,15000.0,2025-12-11,"new_listing,subscription"
교보스팩19호,교보스팩19호,2000.0,2025-12-12,"new_listing,subscription"
쿼드메디슨,쿼드메디슨,15000.0,2025-12-12,"new_listing,subscription"
키움히어로스팩1호,키움히어로스팩1호,2000.0,2025-12-12,"new_listing,subscription"
메리츠스팩1호,메리츠스팩1호,2000.0,2025-12-15,"new_listing,subscription"
티엠씨,티엠씨(유가),9300.0,2025-12-15,"new_listing,subscription"
아크릴,아크릴,19500.0,2025-12-16,"new_listing,subscription"
나라스페이스테크놀로지,나라스페이스테크놀로지,16500.0,2025-12-17,"new_listing,subscription"
알지노믹스,알지노믹스,22500.0,2025-12-18,"new_listing,subscription"
ibks스팩25호,IBKS스팩25호,2000.0,2025-12-19,"new_listing,subscription"
미래에셋비전스팩11호,미래에셋비전스팩11호,2000.0,2025-12-22,"new_listing,subscription"
삼진식품,삼진식품,7600.0,2025-12-22,"new_listing,subscription"
하나스팩36호,하나스팩36호,2000.0,2025-12-22,"new_listing,subscription"
미래에셋비전스팩10호,미래에셋비전스팩10호,2000.0,2025-12-23,"new_listing,subscription"
리브스메드,리브스메드,55000.0,2025-12-24,"new_listing,subscription"
세미파이브,세미파이브,24000.0,2025-12-29,"new_listing,subscription"
삼성스팩13호,삼성스팩13호,2000.0,2026-01-21,"new_listing,subscription"
덕양에너젠,덕양에너젠,10000.0,2026-01-30,"new_listing,subscription"
케이뱅크,케이뱅크(유가),8300.0,2026-03-05,"new_listing,subscription"
에스팀,에스팀,8500.0,2026-03-06,"new_listing,subscription"
액스비스,액스비스,11500.0,2026-03-09,"new_listing,subscription"
카나프테라퓨틱스,카나프테라퓨틱스,20000.0,2026-03-16,"new_listing,subscription"
아이엠바이오로직스,아이엠바이오로직스,26000.0,2026-03-20,"new_listing,subscription"
한패스,한패스,19000.0,2026-03-25,"new_listing,subscription"
메쥬,메쥬,21600.0,2026-03-26,"new_listing,subscription"
nh스팩33호,NH스팩33호,2000.0,2026-03-27,"new_listing,subscription"
리센스메디컬,리센스메디컬,11000.0,2026-03-31,"new_listing,subscription"
신한스팩17호,신한스팩17호,2000.0,2026-04-01,"new_listing,subscription"
교보스팩20호,교보스팩20호,2000.0,2026-04-02,"new_listing,subscription"
인벤테라,인벤테라,16600.0,2026-04-02,"new_listing,subscription"
ibks스팩10호,IBKS스팩10호,2000.0,,subscription
ibks스팩11호,IBKS스팩11호,2000.0,,subscription
ibks스팩12호,IBKS스팩12호,2000.0,,subscription
ibks스팩13호,IBKS스팩13호,2000.0,,subscription
ibks스팩14호,IBKS스팩14호,2000.0,,subscription
ibks스팩9호,IBKS스팩9호,2000.0,,subscription
sk바이오팜,SK바이오팜(유가),49000.0,,subscription
고바이오랩,고바이오랩,15000.0,,subscription
골든브릿지이안스팩5호,골든브릿지이안스팩5호,2000.0,,subscription
교보스팩10호,교보스팩10호,2000.0,,subscription
교보스팩8호,교보스팩8호,2000.0,,subscription
교보스팩9호,교보스팩9호,2000.0,,subscription
교촌에프앤비,교촌에프앤비(유가),12300.0,,subscription
그린플러스,그린플러스,10000.0,,subscription
까스텔바쟉,까스텔바쟉,12000.0,,subscription
나노브릭,나노브릭,16000.0,,subscription
나우아이비캐피탈,나우아이비캐피탈,8500.0,,subscription
남화산업,남화산업,3700.0,,subscription
네오크레마,네오크레마,8000.0,,subscription
네오펙트,네오펙트,11000.0,,subscription
네패스아크,네패스아크,26500.0,,subscription
넥스틴,넥스틴,75400.0,,subscription
노랑풍선,노랑풍선,20000.0,,subscription
노바렉스,노바렉스,19000.0,,subscription
노바텍,노바텍,10000.0,,subscription
노터스,노터스,20000.0,,subscription
녹십자웰빙,녹십자웰빙,11300.0,,subscription
뉴트리,뉴트리,14500.0,,subscription
대모,대모(구.대모엔지니어링),5200.0,,subscription
대보마그네틱,대보마그네틱,31000.0,,subscription
대신밸런스스팩3호,대신밸런스스팩3호,2000.0,,subscription
대신밸런스스팩5호,대신밸런스스팩5호,2000.0,,subscription
대신밸런스스팩6호,대신밸런스스팩6호,2000.0,,subscription
대신밸런스스팩7호,대신밸런스스팩7호,2000.0,,subscription
대신밸런스스팩8호,대신밸런스스팩8호,2000.0,,subscription
대유,대유,9000.0,,subscription
대유에이피,대유에이피,3000.0,,subscription
더네이쳐홀딩스,더네이쳐홀딩스,46000.0,,subscription
덕산테코피아,덕산테코피아,19000.0,,subscription
동구바이오제약,동구바이오제약,16000.0,,subscription
드림씨아이에스,드림씨아이에스,14900.0,,subscription
드림텍,드림텍(유가),13000.0,,subscription
디바이스이엔지,디바이스이엔지,12000.0,,subscription
디비금융스팩6호,디비금융스팩6호,2000.0,,subscription
디비금융스팩7호,디비금융스팩7호,2000.0,,subscription
디비금융스팩8호,디비금융스팩8호,2000.0,,subscription
디아이티,디아이티,10000.0,,subscription
디알젬,디알젬,6500.0,,subscription
디자인,디자인,10100.0,,subscription
디지캡,디지캡,12000.0,,subscription
디케이앤디,디케이앤디,6000.0,,subscription
디케이티,디케이티,7400.0,,subscription
라닉스,라닉스,6000.0,,subscription
라온피플,라온피플,14000.0,,subscription
라파스,라파스,20000.0,,subscription
레몬,레몬,7200.0,,subscription
레이,레이,20000.0,,subscription
로보티즈,로보티즈,14000.0,,subscription
롯데글로벌로지스,롯데글로벌로지스(구.현대로지스틱스)(유가),,,subscription
롯데리츠,롯데리츠(유가),5000.0,,subscription
롯데정보통신,롯데정보통신(유가),29800.0,,subscription
리메드,리메드,13000.0,,subscription
린드먼아시아인베스트먼트,린드먼아시아인베스트먼트,6500.0,,subscription
링크제니시스,링크제니시스,30000.0,,subscription
마니커에프앤지,마니커에프앤지,4000.0,,subscription
마이크로디지탈,마이크로디지탈,23000.0,,subscription
마크로밀엠브레인,마크로밀엠브레인,6800.0,,subscription
마키나락스,마키나락스,,,subscription
머큐리,머큐리,6100.0,,subscription
메드팩토,메드팩토,40000.0,,subscription
메탈라이프,메탈라이프,13000.0,,subscription
명성티엔에스,명성티엔에스,20000.0,,subscription
명신산업,명신산업(유가),6500.0,,subscription
미디어젠,미디어젠,10600.0,,subscription
미래에셋대우스팩2호,미래에셋대우스팩2호,2000.0,,subscription
미래에셋대우스팩3호,미래에셋대우스팩3호,2000.0,,subscription
미래에셋대우스팩4호,미래에셋대우스팩4호,2000.0,,subscription
미래에셋대우스팩5호,미래에셋대우스팩5호,2000.0,,subscription
미래에셋맵스리츠1호,미래에셋맵스리츠1호(유가),5000.0,,subscription
미래에셋벤처투자,미래에셋벤처투자,4500.0,,subscription
미코바이오메드,미코바이오메드,15000.0,,subscription
미투젠,미투젠,27000.0,,subscription
바이브컴퍼니,바이브컴퍼니,28000.0,,subscription
바이오솔루션,바이오솔루션,29000.0,,subscription
박셀바이오,박셀바이오,30000.0,,subscription
배럴,배럴,9500.0,,subscription
베스파,베스파,35000.0,,subscription
브랜드엑스코퍼레이션,브랜드엑스코퍼레이션,13000.0,,subscription
브릿지바이오테라퓨틱스,브릿지바이오테라퓨틱스,60000.0,,subscription
비나텍,비나텍,33000.0,,subscription
비비씨,비비씨,30700.0,,subscription
비피도,비피도,18000.0,,subscription
삼성머스트스팩3호,삼성머스트스팩3호,2000.0,,subscription
삼성스팩2호,삼성스팩2호,2000.0,,subscription
상상인이안스팩2호,상상인이안스팩2호,2000.0,,subscription
서남,서남,3100.0,,subscription
서울바이오시스,서울바이오시스,7500.0,,subscription
세경하이테크,세경하이테크,35000.0,,subscription
세종메디칼,세종메디칼,15000.0,,subscription
세틀뱅크,세틀뱅크,55000.0,,subscription
센코,센코,13000.0,,subscription
센트랄모텍,센트랄모텍(유가),6000.0,,subscription
셀레믹스,셀레믹스,20000.0,,subscription
셀리드,셀리드,33000.0,,subscription
셀리버리,셀리버리,25000.0,,subscription
소룩스,소룩스,10000.0,,subscription
소마젠,소마젠,11000.0,,subscription
솔트룩스,솔트룩스,25000.0,,subscription
수젠텍,수젠텍,12000.0,,subscription
슈프리마아이디,슈프리마아이디,27000.0,,subscription
시스웍,시스웍,2800.0,,subscription
신도기연,신도기연,16000.0,,subscription
신영스팩4호,신영스팩4호,2000.0,,subscription
신영스팩5호,신영스팩5호,2000.0,,subscription
신영스팩6호,신영스팩6호,2000.0,,subscription
신테카바이오,신테카바이오,12000.0,,subscription
신한스팩18호,신한스팩18호,,,subscription
신한스팩5호,신한스팩5호,2000.0,,subscription
신한스팩6호,신한스팩6호,2000.0,,subscription
신한알파리츠,신한알파리츠(유가),5000.0,,subscription
싸이토젠,싸이토젠,17000.0,,subscription
씨앤지하이테크,씨앤지하이테크,16000.0,,subscription
씨에스베어링,씨에스베어링,8400.0,,subscription
아모그린텍,아모그린텍,9900.0,,subscription
아시아나idt,아시아나IDT(유가),15000.0,,subscription
아시아종묘,아시아종묘,4500.0,,subscription
아이디피,아이디피,9800.0,,subscription
아이스크림에듀,아이스크림에듀,15900.0,,subscription
아이큐어,아이큐어,65000.0,,subscription
아이티엠반도체,아이티엠반도체,26000.0,,subscription
아주ib투자,아주IB투자,1500.0,,subscription
아톤,아톤,43000.0,,subscription
알리코제약,알리코제약,12000.0,,subscription
압타머사이언스,압타머사이언스,25000.0,,subscription
압타바이오,압타바이오,30000.0,,subscription
애경산업,애경산업(유가),29100.0,,subscription
액트로,액트로,20000.0,,subscription
앱코,앱코,24300.0,,subscription
에스브이인베스트먼트,에스브이인베스트먼트,7000.0,,subscription
에스씨엠생명과학,에스씨엠생명과학,17000.0,,subscription
에스앤케이,에스앤케이,40400.0,,subscription
에스에스알,에스에스알,9000.0,,subscription
에스제이그룹,에스제이그룹,38600.0,,subscription
에스지이,에스지이,6000.0,,subscription
에스케이스팩5호,에스케이스팩5호,2000.0,,subscription
에스케이스팩6호,에스케이스팩6호,2000.0,,subscription
에스케이에이씨피씨스팩4호,에스케이에이씨피씨스팩4호,2000.0,,subscription
에스퓨얼셀,에스퓨얼셀,16500.0,,subscription
에스피시스템스,에스피시스템스,4900.0,,subscription
에어부산,에어부산(유가),3600.0,,subscription
에이비엘바이오,에이비엘바이오,15000.0,,subscription
에이스토리,에이스토리,14300.0,,subscription
에이에프더블류,에이에프더블류,22500.0,,subscription
에이치엠씨아이비스팩4호,에이치엠씨아이비스팩4호,2000.0,,subscription
에이치엠씨아이비스팩5호,에이치엠씨아이비스팩5호,2000.0,,subscription
에이프로,에이프로,21600.0,,subscription
에이플러스에셋어드바이저,에이플러스에셋어드바이저(유가),7500.0,,subscription
에이피티씨,에이피티씨,9000.0,,subscription
에코마이스터,에코마이스터,5200.0,,subscription
에코캡,에코캡,4200.0,,subscription
에코프로비엠,에코프로비엠,48000.0,,subscription
에프앤가이드,에프앤가이드,7000.0,,subscription
엔바이오니아,엔바이오니아,8200.0,,subscription
