name,name_key,symbol,market,current_price,day_change_pct,quote_asof,quote_provider
알피바이오,알피바이오,314140,,5450.0,,2026-07-15,NaverFinance
압타머사이언스,압타머사이언스,291650,,964.0,,2026-07-15,NaverFinance
압타바이오,압타바이오,293780,,4090.0,,2026-07-15,NaverFinance
애경산업(유가),애경산업,018250,,11140.0,,2026-07-15,NaverFinance
애드바이오텍,애드바이오텍,179530,,1981.0,,2026-07-15,NaverFinance
애드포러스,애드포러스,397810,,4755.0,,2026-07-15,NaverFinance
액트로,액트로,290740,,7640.0,,2026-07-15,NaverFinance
앱코,앱코,129890,,908.0,,2026-07-15,NaverFinance
에르코스,에르코스,435570,,6670.0,,2026-07-15,NaverFinance
에브리봇,에브리봇,270660,,10140.0,,2026-07-15,NaverFinance
에스디바이오센서(유가),에스디바이오센서,137310,,5990.0,,2026-07-15,NaverFinance
에스바이오메딕스,에스바이오메딕스,304360,,17810.0,,2026-07-15,NaverFinance
에스비비테크,에스비비테크,389500,,31250.0,,2026-07-15,NaverFinance
에스앤디,에스앤디,260970,,47650.0,,2026-07-15,NaverFinance
에스에스알,에스에스알,275630,,3975.0,,2026-07-15,NaverFinance
에스엘에스바이오,에스엘에스바이오,246250,,1969.0,,2026-07-15,NaverFinance
에스엠씨지,에스엠씨지,460870,,2330.0,,2026-07-15,NaverFinance
에스오에스랩,에스오에스랩,464080,,7900.0,,2026-07-15,NaverFinance
에스와이스틸텍,에스와이스틸텍,365330,,1502.0,,2026-07-15,NaverFinance
에스제이그룹,에스제이그룹,306040,,1712.0,,2026-07-15,NaverFinance
에스지헬스케어,에스지헬스케어,398120,,1979.0,,2026-07-15,NaverFinance
에스켐,에스켐,475660,,3340.0,,2026-07-15,NaverFinance
에스테크엠,에스테크엠,0070X0,,8590.0,,2026-07-15,NaverFinance
에스투더블유,에스투더블유,488280,,9350.0,,2026-07-15,NaverFinance
에스팀,에스팀,458350,,3720.0,,2026-07-15,NaverFinance
에스피소프트,에스피소프트,443670,,2690.0,,2026-07-15,NaverFinance
에스피시스템스,에스피시스템스,317830,,4310.0,,2026-07-15,NaverFinance
에어레인,에어레인,163280,,3395.0,,2026-07-15,NaverFinance
에어부산(유가),에어부산,298690,,1462.0,,2026-07-15,NaverFinance
에이럭스,에이럭스,475580,,6910.0,,2026-07-15,NaverFinance
에이비엘바이오,에이비엘바이오,298380,,74400.0,,2026-07-15,NaverFinance
에이비온,에이비온,203400,,627.0,,2026-07-15,NaverFinance
에이스토리,에이스토리,241840,,2400.0,,2026-07-15,NaverFinance
에이아이센서,에이아이센서,480020,,11540.0,,2026-07-15,NaverFinance
에이아이코리아,에이아이코리아,364950,,4040.0,,2026-07-15,NaverFinance
에이에스텍,에이에스텍,453860,,10000.0,,2026-07-15,NaverFinance
에이에프더블류,에이에프더블류,312610,,398.0,,2026-07-15,NaverFinance
에이엘티,에이엘티,172670,,8800.0,,2026-07-15,NaverFinance
에이유브랜즈,에이유브랜즈,481070,,16050.0,,2026-07-15,NaverFinance
에이직랜드,에이직랜드,445090,,20600.0,,2026-07-15,NaverFinance
에이치브이엠,에이치브이엠,295310,,43500.0,,2026-07-15,NaverFinance
에이치엔에스하이텍,에이치엔에스하이텍,044990,,10440.0,,2026-07-15,NaverFinance
에이치엠씨제7호스팩,에이치엠씨스팩7호,477340,,2035.0,,2026-07-15,NaverFinance
에이치와이티씨,에이치와이티씨,148930,,3370.0,,2026-07-15,NaverFinance
에이치피오,에이치피오,357230,,2095.0,,2026-07-15,NaverFinance
에이텀,에이텀,355690,,3900.0,,2026-07-15,NaverFinance
에이프로,에이프로,262260,,2765.0,,2026-07-15,NaverFinance
에이프릴바이오,에이프릴바이오,397030,,24000.0,,2026-07-15,NaverFinance
에이피알,에이피알,278470,,375000.0,,2026-07-15,NaverFinance
에코아이,에코아이,448280,,7120.0,,2026-07-15,NaverFinance
에코캡,에코캡,128540,,1252.0,,2026-07-15,NaverFinance
에코프로머티,에코프로머티,450080,,35100.0,,2026-07-15,NaverFinance
에코프로비엠,에코프로비엠,247540,,112600.0,,2026-07-15,NaverFinance
에프앤가이드,에프앤가이드,064850,,21050.0,,2026-07-15,NaverFinance
에피바이오텍,에피바이오텍,446440,,14440.0,,2026-07-15,NaverFinance
엑셀세라퓨틱스,엑셀세라퓨틱스,373110,,1149.0,,2026-07-15,NaverFinance
엔더블유시,엔더블유시,059180,,4385.0,,2026-07-15,NaverFinance
엔바이오니아,엔바이오니아,317870,,3605.0,,2026-07-15,NaverFinance
엔비티,엔비티,236810,,1024.0,,2026-07-15,NaverFinance
엔시스,엔시스,333620,,5040.0,,2026-07-15,NaverFinance
엔알비,엔알비,475230,,7030.0,,2026-07-15,NaverFinance
엔에프씨,엔에프씨,265740,,5020.0,,2026-07-15,NaverFinance
엔젠바이오,엔젠바이오,354200,,1617.0,,2026-07-15,NaverFinance
엔젤로보틱스,엔젤로보틱스,455900,,16150.0,,2026-07-15,NaverFinance
엔젯,엔젯,419080,,3500.0,,2026-07-15,NaverFinance
엔지켐생명과학,엔지켐생명과학,183490,,990.0,,2026-07-15,NaverFinance
엔켐,엔켐,348370,,19940.0,,2026-07-15,NaverFinance
엘비인베스트먼트,엘비인베스트먼트,309960,,4030.0,,2026-07-15,NaverFinance
엘앤씨바이오,엘앤씨바이오,290650,,68900.0,,2026-07-15,NaverFinance
엘앤에프,엘앤에프,066970,,90800.0,,2026-07-15,NaverFinance
엘에스스팩1호,엘에스스팩1호,0041J0,,1993.0,,2026-07-15,NaverFinance
엘케이켐,엘케이켐,489500,,19500.0,,2026-07-15,NaverFinance
엠디바이스,엠디바이스,226590,,11470.0,,2026-07-15,NaverFinance
엠로,엠로,058970,,14290.0,,2026-07-15,NaverFinance
엠아이큐브솔루션,엠아이큐브솔루션,373170,,1575.0,,2026-07-15,NaverFinance
엠아이텍,엠아이텍,179290,,4215.0,,2026-07-15,NaverFinance
엠앤씨솔루션,엠앤씨솔루션,484870,,23400.0,,2026-07-15,NaverFinance
엠에프씨,엠에프씨,432980,,2715.0,,2026-07-15,NaverFinance
엠오티,엠오티,413390,,6000.0,,2026-07-15,NaverFinance
영림원소프트랩,영림원소프트랩,060850,,5200.0,,2026-07-15,NaverFinance
오가노이드사이언스,오가노이드사이언스,476040,,7580.0,,2026-07-15,NaverFinance
오로스테크놀로지,오로스테크놀로지,322310,,18000.0,,2026-07-15,NaverFinance
오름테라퓨틱,오름테라퓨틱,475830,,44900.0,,2026-07-15,NaverFinance
오브젠,오브젠,417860,,6100.0,,2026-07-15,NaverFinance
오상헬스케어,오상헬스케어,036220,,6070.0,,2026-07-15,NaverFinance
오션스바이오,오션스바이오,332190,,3080.0,,2026-07-15,NaverFinance
오스테오닉,오스테오닉,226400,,4235.0,,2026-07-15,NaverFinance
오아,오아,342870,,4205.0,,2026-07-15,NaverFinance
오에스피,오에스피,368970,,2230.0,,2026-07-15,NaverFinance
오토앤,오토앤,353590,,1545.0,,2026-07-15,NaverFinance
오파스넷,오파스넷,173130,,5960.0,,2026-07-15,NaverFinance
오픈놀,오픈놀,440320,,2040.0,,2026-07-15,NaverFinance
오픈엣지테크놀로지,오픈엣지테크놀로지,394280,,10370.0,,2026-07-15,NaverFinance
온코닉테라퓨틱스,온코닉테라퓨틱스,476060,,10720.0,,2026-07-15,NaverFinance
온코크로스,온코크로스,382150,,3215.0,,2026-07-15,NaverFinance
올리패스,올리패스,244460,,1651.0,,2026-07-15,NaverFinance
올릭스,올릭스,226950,,123700.0,,2026-07-15,NaverFinance
옵티팜,옵티팜,153710,,4650.0,,2026-07-15,NaverFinance
와이랩,와이랩,432430,,2035.0,,2026-07-15,NaverFinance
와이바이오로직스,와이바이오로직스,338840,,9760.0,,2026-07-15,NaverFinance
와이엠텍,와이엠텍,273640,,4955.0,,2026-07-15,NaverFinance
와이제이링크,와이제이링크,209640,,3140.0,,2026-07-15,NaverFinance
와이즈넛,와이즈넛,096250,,6200.0,,2026-07-15,NaverFinance
우듬지팜,우듬지팜,403490,,479.0,,2026-07-15,NaverFinance
우양,우양,103840,,1925.0,,2026-07-15,NaverFinance
우양에이치씨,우양에이치씨,101970,,9690.0,,2026-07-15,NaverFinance
우진아이엔에스(유가),우진아이엔에스,010400,,3995.0,,2026-07-15,NaverFinance
우진엔텍,우진엔텍,457550,,14480.0,,2026-07-15,NaverFinance
워트,워트,396470,,5100.0,,2026-07-15,NaverFinance
원일티엔아이,원일티엔아이,136150,,7400.0,,2026-07-15,NaverFinance
원준,원준,382840,,4490.0,,2026-07-15,NaverFinance
원티드랩,원티드랩,376980,,2390.0,,2026-07-15,NaverFinance
웨이비스,웨이비스,289930,,7340.0,,2026-07-15,NaverFinance
웹케시,웹케시,053580,,6040.0,,2026-07-15,NaverFinance
위너스,위너스,479960,,6220.0,,2026-07-15,NaverFinance
위너스일렉,위너스일렉,479960,,6220.0,,2026-07-15,NaverFinance
위니아에이드,위니아에이드,377460,,4080.0,,2026-07-15,NaverFinance
위더스제약,위더스제약,330350,,6080.0,,2026-07-15,NaverFinance
위드텍,위드텍,348350,,9290.0,,2026-07-15,NaverFinance
위세아이텍,위세아이텍,065370,,2880.0,,2026-07-15,NaverFinance
위지윅스튜디오,위지윅스튜디오,299900,,233.0,,2026-07-15,NaverFinance
위츠,위츠,459100,,3995.0,,2026-07-15,NaverFinance
윙입푸드,윙입푸드,900340,,1250.0,,2026-07-15,NaverFinance
유디엠텍,유디엠텍,389680,,1775.0,,2026-07-15,NaverFinance
유라클,유라클,088340,,6180.0,,2026-07-15,NaverFinance
유비씨,유비씨,495810,,13120.0,,2026-07-15,NaverFinance
유비온,유비온,084440,,847.0,,2026-07-15,NaverFinance
유안타스팩15호,유안타스팩15호,473050,,2085.0,,2026-07-15,NaverFinance
유안타스팩16호,유안타스팩16호,474490,,2055.0,,2026-07-15,NaverFinance
유안타스팩17호,유안타스팩17호,493790,,2010.0,,2026-07-15,NaverFinance
유일로보틱스,유일로보틱스,388720,,61300.0,,2026-07-15,NaverFinance
유일에너테크,유일에너테크,340930,,806.0,,2026-07-15,NaverFinance
유진스팩10호,유진스팩10호,468760,,2080.0,,2026-07-15,NaverFinance
유진스팩11호,유진스팩11호,488060,,2035.0,,2026-07-15,NaverFinance
유진스팩12호,유진스팩12호,0105P0,,2005.0,,2026-07-15,NaverFinance
유진테크놀로지,유진테크놀로지,240600,,2215.0,,2026-07-15,NaverFinance
유투바이오,유투바이오,221800,,5000.0,,2026-07-15,NaverFinance
유틸렉스,유틸렉스,263050,,959.0,,2026-07-15,NaverFinance
윤성에프앤씨,윤성에프앤씨,372170,,15360.0,,2026-07-15,NaverFinance
율촌,율촌,146060,,1023.0,,2026-07-15,NaverFinance
이노뎁,이노뎁,303530,,2535.0,,2026-07-15,NaverFinance
이노룰스,이노룰스,296640,,4990.0,,2026-07-15,NaverFinance
이노메트리,이노메트리,302430,,5770.0,,2026-07-15,NaverFinance
이노스페이스,이노스페이스,462350,,6460.0,,2026-07-15,NaverFinance
이노시뮬레이션,이노시뮬레이션,274400,,1868.0,,2026-07-15,NaverFinance
이노진,이노진,344860,,1279.0,,2026-07-15,NaverFinance
이노테크,이노테크,469610,,12860.0,,2026-07-15,NaverFinance
이닉스,이닉스,452400,,5510.0,,2026-07-15,NaverFinance
이뮨온시아,이뮨온시아,424870,,2910.0,,2026-07-15,NaverFinance
이베스트스팩6호,이베스트스팩6호,478110,,2035.0,,2026-07-15,NaverFinance
이삭엔지니어링,이삭엔지니어링,351330,,3430.0,,2026-07-15,NaverFinance
이엔셀,이엔셀,456070,,6560.0,,2026-07-15,NaverFinance
이오플로우,이오플로우,294090,,1490.0,,2026-07-15,NaverFinance
이지스,이지스,261520,,3905.0,,2026-07-15,NaverFinance
이지스레지던스리츠(유가),이지스레지던스리츠,350520,,3370.0,,2026-07-15,NaverFinance
이지스밸류플러스리츠(유가),이지스밸류플러스리츠,334890,,3390.0,,2026-07-15,NaverFinance
이지케어텍,이지케어텍,099750,,5960.0,,2026-07-15,NaverFinance
이지트로닉스,이지트로닉스,377330,,2190.0,,2026-07-15,NaverFinance
인바이오,인바이오,352940,,1996.0,,2026-07-15,NaverFinance
인벤테라,인벤테라,0007J0,,7470.0,,2026-07-15,NaverFinance
인벤티지랩,인벤티지랩,389470,,33000.0,,2026-07-15,NaverFinance
인스웨이브,인스웨이브,450520,,1641.0,,2026-07-15,NaverFinance
인스피언,인스피언,465480,,3335.0,,2026-07-15,NaverFinance
인카금융서비스,인카금융서비스,211050,,10190.0,,2026-07-15,NaverFinance
인투셀,인투셀,287840,,21750.0,,2026-07-15,NaverFinance
일진하이솔루스(유가),일진하이솔루스,271940,,9790.0,,2026-07-15,NaverFinance
자람테크놀로지,자람테크놀로지,389020,,21100.0,,2026-07-15,NaverFinance
자이언트스텝,자이언트스텝,289220,,1278.0,,2026-07-15,NaverFinance
자이에스앤디(유가),자이에스앤디,317400,,4570.0,,2026-07-15,NaverFinance
저스템,저스템,417840,,12140.0,,2026-07-15,NaverFinance
전진건설로봇,전진건설로봇,079900,,31500.0,,2026-07-15,NaverFinance
전진바이오팜,전진바이오팜,110020,,1733.0,,2026-07-15,NaverFinance
제노레이,제노레이,122310,,3220.0,,2026-07-15,NaverFinance
제노코,제노코,361390,,13380.0,,2026-07-15,NaverFinance
제놀루션,제놀루션,225220,,1358.0,,2026-07-15,NaverFinance
제닉스로보틱스,제닉스로보틱스,381620,,4975.0,,2026-07-15,NaverFinance
제이아이테크,제이아이테크,417500,,3085.0,,2026-07-15,NaverFinance
제이알글로벌리츠(유가),제이알글로벌리츠,348950,,1182.0,,2026-07-15,NaverFinance
제이앤티씨,제이앤티씨,204270,,15800.0,,2026-07-15,NaverFinance
제이엔비,제이엔비,452160,,3135.0,,2026-07-15,NaverFinance
제이오,제이오,418550,,4130.0,,2026-07-15,NaverFinance
제이투케이바이오,제이투케이바이오,420570,,7960.0,,2026-07-15,NaverFinance
제일엠앤에스,제일엠앤에스,412540,,3935.0,,2026-07-15,NaverFinance
제테마,제테마,216080,,4515.0,,2026-07-15,NaverFinance
젠큐릭스,젠큐릭스,229000,,1536.0,,2026-07-15,NaverFinance
져스텍,져스텍,153890,,8410.0,,2026-07-15,NaverFinance
조선내화,조선내화,462520,,14010.0,,2026-07-15,NaverFinance
지구홀딩스,지구홀딩스,221800,,5000.0,,2026-07-15,NaverFinance
지노믹트리,지노믹트리,228760,,12030.0,,2026-07-15,NaverFinance
지놈앤컴퍼니,지놈앤컴퍼니,314130,,3590.0,,2026-07-15,NaverFinance
지누스(유가),지누스,013890,,8610.0,,2026-07-15,NaverFinance
지니너스,지니너스,389030,,2135.0,,2026-07-15,NaverFinance
지씨지놈,지씨지놈,340450,,4465.0,,2026-07-15,NaverFinance
지아이이노베이션,지아이이노베이션,358570,,7330.0,,2026-07-15,NaverFinance
지아이텍,지아이텍,382480,,1729.0,,2026-07-15,NaverFinance
지에프씨생명과학,지에프씨생명과학,388610,,5620.0,,2026-07-15,NaverFinance
지에프아이,지에프아이,493330,,9900.0,,2026-07-15,NaverFinance
지오엘리먼트,지오엘리먼트,311320,,8970.0,,2026-07-15,NaverFinance
지투지바이오,지투지바이오,456160,,30350.0,,2026-07-15,NaverFinance
지투파워,지투파워,388050,,6640.0,,2026-07-15,NaverFinance
진시스템,진시스템,363250,,3010.0,,2026-07-15,NaverFinance
진영(구.진영엘디엠),진영,285800,,842.0,,2026-07-15,NaverFinance
차백신연구소,차백신연구소,261780,,2730.0,,2026-07-15,NaverFinance
차이커뮤니케이션,차이커뮤니케이션,351870,,1756.0,,2026-07-15,NaverFinance
채비(구.대영채비),채비,0011T0,,5200.0,,2026-07-15,NaverFinance
천보,천보,278280,,34750.0,,2026-07-15,NaverFinance
청담글로벌,청담글로벌,362320,,4425.0,,2026-07-15,NaverFinance
카카오게임즈,카카오게임즈,293490,,7930.0,,2026-07-15,NaverFinance
카카오뱅크(유가),카카오뱅크,323410,,23100.0,,2026-07-15,NaverFinance
카카오페이(유가),카카오페이,377300,,37950.0,,2026-07-15,NaverFinance
카티스,카티스,140430,,1572.0,,2026-07-15,NaverFinance
카페24,카페24,042000,,16300.0,,2026-07-15,NaverFinance
캔버스엔,캔버스엔,210120,,930.0,,2026-07-15,NaverFinance
캡스톤파트너스,캡스톤파트너스,452300,,2110.0,,2026-07-15,NaverFinance
컨텍,컨텍,451760,,7230.0,,2026-07-15,NaverFinance
케어랩스,케어랩스,263700,,1993.0,,2026-07-15,NaverFinance
케이뱅크,케이뱅크,279570,,5550.0,,2026-07-15,NaverFinance
케이쓰리아이,케이쓰리아이,431190,,2380.0,,2026-07-15,NaverFinance
케이엔알시스템,케이엔알시스템,199430,,9400.0,,2026-07-15,NaverFinance
케이엔에스,케이엔에스,432470,,6860.0,,2026-07-15,NaverFinance
케이엔제이,케이엔제이,272110,,28550.0,,2026-07-15,NaverFinance
케이옥션,케이옥션,102370,,3100.0,,2026-07-15,NaverFinance
케이웨더,케이웨더,068100,,2250.0,,2026-07-15,NaverFinance
케이지에이,케이지에이,455180,,1338.0,,2026-07-15,NaverFinance
케이카(유가),케이카,381970,,7580.0,,2026-07-15,NaverFinance
케이피항공산업,케이피항공산업,288180,,7950.0,,2026-07-15,NaverFinance
켄코아에어로스페이스,켄코아에어로스페이스,274090,,9870.0,,2026-07-15,NaverFinance
코난테크놀로지,코난테크놀로지,402030,,10400.0,,2026-07-15,NaverFinance
코람코더원리츠(유가),코람코더원리츠,417310,,10030.0,,2026-07-15,NaverFinance
코리아에셋투자증권,코리아에셋투자증권,190650,,6590.0,,2026-07-15,NaverFinance
코셈,코셈,360350,,6880.0,,2026-07-15,NaverFinance
코스모로보틱스(구.엑소아틀레트아시아),코스모로보틱스,439960,,11440.0,,2026-07-15,NaverFinance
코어라인소프트,코어라인소프트,384470,,2850.0,,2026-07-15,NaverFinance
코윈테크,코윈테크,282880,,9410.0,,2026-07-15,NaverFinance
코츠테크놀로지,코츠테크놀로지,448710,,10170.0,,2026-07-15,NaverFinance
코칩,코칩,126730,,13440.0,,2026-07-15,NaverFinance
쿠콘,쿠콘,294570,,17060.0,,2026-07-15,NaverFinance
쿼드메디슨,쿼드메디슨,464490,,5400.0,,2026-07-15,NaverFinance
퀀타매트릭스,퀀타매트릭스,317690,,2250.0,,2026-07-15,NaverFinance
퀄리타스반도체,퀄리타스반도체,432720,,8180.0,,2026-07-15,NaverFinance
큐라클,큐라클,365270,,8490.0,,2026-07-15,NaverFinance
큐라티스,큐라티스,348080,,309.0,,2026-07-15,NaverFinance
큐로셀,큐로셀,372320,,22700.0,,2026-07-15,NaverFinance
큐리오시스,큐리오시스,494120,,12780.0,,2026-07-15,NaverFinance
큐리옥스바이오시스템즈,큐리옥스바이오시스템즈,445680,,41100.0,,2026-07-15,NaverFinance
큐알티,큐알티,405100,,10650.0,,2026-07-15,NaverFinance
크라우드웍스,크라우드웍스,355390,,1612.0,,2026-07-15,NaverFinance
크래프톤(유가),크래프톤,259960,,230000.0,,2026-07-15,NaverFinance
크리스에프앤씨,크리스에프앤씨,110790,,2865.0,,2026-07-15,NaverFinance
클라우드엣지,클라우드엣지,480030,,10915.0,,2026-07-15,NaverFinance
클로봇,클로봇,466100,,23700.0,,2026-07-15,NaverFinance
키스트론,키스트론,475430,,4185.0,,2026-07-15,NaverFinance
키움스팩10호,키움스팩10호,487720,,2015.0,,2026-07-15,NaverFinance
키움스팩11호,키움스팩11호,489480,,2030.0,,2026-07-15,NaverFinance
키움히어로스팩1호,키움히어로스팩1호,466690,,2000.0,,2026-07-15,NaverFinance
키움히어로스팩2호,키움히어로스팩2호,0131D0,,1973.0,,2026-07-15,NaverFinance
타조이엔터테인먼트,타조이엔터테인먼트,476710,,17000.0,,2026-07-15,NaverFinance
탑런토탈솔루션,탑런토탈솔루션,336680,,2415.0,,2026-07-15,NaverFinance
탑머티리얼,탑머티리얼,360070,,8230.0,,2026-07-15,NaverFinance
태웅로직스,태웅로직스,124560,,1824.0,,2026-07-15,NaverFinance
테라뷰,테라뷰,950250,,2250.0,,2026-07-15,NaverFinance
토마토시스템,토마토시스템,393210,,2040.0,,2026-07-15,NaverFinance
토모큐브,토모큐브,475960,,34750.0,,2026-07-15,NaverFinance
툴젠,툴젠,199800,,41150.0,,2026-07-15,NaverFinance
트루엔,트루엔,417790,,5670.0,,2026-07-15,NaverFinance
트윔,트윔,290090,,4250.0,,2026-07-15,NaverFinance
티디에스팜,티디에스팜,464280,,5420.0,,2026-07-15,NaverFinance
티로보틱스,티로보틱스,117730,,10980.0,,2026-07-15,NaverFinance
티쓰리엔터테인먼트,티쓰리엔터테인먼트,204610,,2960.0,,2026-07-15,NaverFinance
티씨머티리얼즈,티씨머티리얼즈,125020,,4960.0,,2026-07-15,NaverFinance
티앤알바이오팹,티앤알바이오팹,246710,,1985.0,,2026-07-15,NaverFinance
티앤엘,티앤엘,340570,,51000.0,,2026-07-15,NaverFinance
티에스아이,티에스아이,277880,,2995.0,,2026-07-15,NaverFinance
티에프이,티에프이,425420,,36200.0,,2026-07-15,NaverFinance
티엑스알로보틱스,티엑스알로보틱스,484810,,8140.0,,2026-07-15,NaverFinance
티엘비,티엘비,356860,,72700.0,,2026-07-15,NaverFinance
티엠씨,티엠씨,217590,,10550.0,,2026-07-15,NaverFinance
티움바이오,티움바이오,321550,,3855.0,,2026-07-15,NaverFinance
티이엠씨,티이엠씨,425040,,9330.0,,2026-07-15,NaverFinance
파두,파두,440110,,71300.0,,2026-07-15,NaverFinance
파라다이스,파라다이스,034230,,12080.0,,2026-07-15,NaverFinance
파라택시스이더리움,파라택시스이더리움,290560,,1080.0,,2026-07-15,NaverFinance
파로스아이바이오,파로스아이바이오,388870,,5000.0,,2026-07-15,NaverFinance
파워넷,파워넷,037030,,3665.0,,2026-07-15,NaverFinance
파인메딕스,파인메딕스,387570,,4150.0,,2026-07-15,NaverFinance
팜스빌,팜스빌,318010,,3655.0,,2026-07-15,NaverFinance
팡스카이,팡스카이,266350,,398.0,,2026-07-15,NaverFinance
펌텍코리아,펌텍코리아,251970,,41950.0,,2026-07-15,NaverFinance
페스카로,페스카로,0015S0,,6610.0,,2026-07-15,NaverFinance
펨트론,펨트론,168360,,14450.0,,2026-07-15,NaverFinance
포바이포,포바이포,389140,,4660.0,,2026-07-15,NaverFinance
포스뱅크,포스뱅크,105760,,3505.0,,2026-07-15,NaverFinance
포스코DX,포스코dx,022100,,19220.0,,2026-07-15,NaverFinance
포인트모바일,포인트모바일,318020,,1872.0,,2026-07-15,NaverFinance
폰드그룹,폰드그룹,472850,,3680.0,,2026-07-15,NaverFinance
폴레드,폴레드,487580,,3130.0,,2026-07-15,NaverFinance
푸드나무,푸드나무,290720,,3110.0,,2026-07-15,NaverFinance
풍원정밀,풍원정밀,371950,,5540.0,,2026-07-15,NaverFinance
퓨런티어,퓨런티어,370090,,6270.0,,2026-07-15,NaverFinance
퓨릿,퓨릿,445180,,7420.0,,2026-07-15,NaverFinance
프레스티지바이오로직스,프레스티지바이오로직스,334970,,1763.0,,2026-07-15,NaverFinance
프레스티지바이오파마(유가),프레스티지바이오파마,950210,,5130.0,,2026-07-15,NaverFinance
프로젠,프로젠,296160,,2810.0,,2026-07-15,NaverFinance
프로티나,프로티나,468530,,22450.0,,2026-07-15,NaverFinance
프롬바이오,프롬바이오,377220,,575.0,,2026-07-15,NaverFinance
프리시젼바이오,프리시젼바이오,335810,,1490.0,,2026-07-15,NaverFinance
플라즈맵,플라즈맵,405000,,3455.0,,2026-07-15,NaverFinance
플래티어,플래티어,367000,,2920.0,,2026-07-15,NaverFinance
플레이디,플레이디,237820,,2830.0,,2026-07-15,NaverFinance
플리토,플리토,300080,,6680.0,,2026-07-15,NaverFinance
피스피스스튜디오,피스피스스튜디오,0117P0,,5450.0,,2026-07-15,NaverFinance
피아이이,피아이이,452450,,2995.0,,2026-07-15,NaverFinance
피앤에스로보틱스,피앤에스로보틱스,460940,,4200.0,,2026-07-15,NaverFinance
피엔에이치테크,피엔에이치테크,239890,,3325.0,,2026-07-15,NaverFinance
피엔케이피부임상연구센타,피엔케이피부임상연구센타,347740,,1693.0,,2026-07-15,NaverFinance
피코그램,피코그램,376180,,1390.0,,2026-07-15,NaverFinance
피플바이오,피플바이오,304840,,760.0,,2026-07-15,NaverFinance
핀텔,핀텔,291810,,993.0,,2026-07-15,NaverFinance
필에너지,필에너지,378340,,10890.0,,2026-07-15,NaverFinance
핌스,핌스,347770,,1044.0,,2026-07-15,NaverFinance
핑거,핑거,163730,,8430.0,,2026-07-15,NaverFinance
하나기술,하나기술,299030,,12480.0,,2026-07-15,NaverFinance
하나스팩30호,하나스팩30호,469880,,2110.0,,2026-07-15,NaverFinance
하나스팩31호,하나스팩31호,469900,,2080.0,,2026-07-15,NaverFinance
하나스팩32호,하나스팩32호,475240,,2085.0,,2026-07-15,NaverFinance
하나스팩33호,하나스팩33호,475250,,2070.0,,2026-07-15,NaverFinance
하나스팩34호,하나스팩34호,484130,,2040.0,,2026-07-15,NaverFinance
하나스팩35호,하나스팩35호,0041L0,,2015.0,,2026-07-15,NaverFinance
하나스팩36호,하나스팩36호,0101C0,,1995.0,,2026-07-15,NaverFinance
하나제약(유가),하나제약,293480,,8570.0,,2026-07-15,NaverFinance
하스,하스,450330,,4460.0,,2026-07-15,NaverFinance
하이브(구.빅히트)(유가),하이브,352820,,206000.0,,2026-07-15,NaverFinance
하이젠알앤엠,하이젠알앤엠,160190,,15310.0,,2026-07-15,NaverFinance
한국스팩15호,한국스팩15호,479880,,2050.0,,2026-07-15,NaverFinance
한국스팩16호,한국스팩16호,0164H0,,1952.0,,2026-07-15,NaverFinance
한국유니온제약,한국유니온제약,080720,,2725.0,,2026-07-15,NaverFinance
한국파마,한국파마,032300,,7520.0,,2026-07-15,NaverFinance
한국피아이엠,한국피아이엠,448900,,47200.0,,2026-07-15,NaverFinance
한독크린텍,한독크린텍,256150,,4545.0,,2026-07-15,NaverFinance
한라캐스트,한라캐스트,125490,,7460.0,,2026-07-15,NaverFinance
한빛레이저,한빛레이저,452190,,3395.0,,2026-07-15,NaverFinance
한선엔지니어링,한선엔지니어링,452280,,9960.0,,2026-07-15,NaverFinance
한싹,한싹,430690,,2180.0,,2026-07-15,NaverFinance
한주라이트메탈(구.한주금속),한주라이트메탈,198940,,1371.0,,2026-07-15,NaverFinance
한중엔시에스,한중엔시에스,107640,,29400.0,,2026-07-15,NaverFinance
한컴라이프케어(유가),한컴라이프케어,372910,,1699.0,,2026-07-15,NaverFinance
한켐,한켐,457370,,7250.0,,2026-07-15,NaverFinance
한텍,한텍,098070,,23050.0,,2026-07-15,NaverFinance
한패스,한패스,408470,,5320.0,,2026-07-15,NaverFinance
한화비전,한화비전,489790,,41950.0,,2026-07-15,NaverFinance
한화시스템(유가),한화시스템,272210,,62600.0,,2026-07-15,NaverFinance
한화플러스스팩5호,한화플러스스팩5호,498390,,2035.0,,2026-07-15,NaverFinance
현대사료,현대사료,016790,,994.0,,2026-07-15,NaverFinance
현대오토에버(유가),현대오토에버,307950,,407500.0,,2026-07-15,NaverFinance
현대힘스,현대힘스,460930,,10800.0,,2026-07-15,NaverFinance
휴네시온,휴네시온,290270,,2610.0,,2026-07-15,NaverFinance
가이아코퍼레이션,가이아코퍼레이션,296520,,604.0,,2026-06-19,NaverFinance
비에이치,비에이치,090460,,26350.0,,2026-06-19,NaverFinance
한국스팩13호,한국스팩13호,464440,,2110.0,,2026-06-17,NaverFinance
동국씨엠,동국씨엠,460850,,5250.0,,2026-06-13,NaverFinance
동국제강,동국제강,460860,,9500.0,,2026-06-13,NaverFinance
프로티아,프로티아,303360,,4175.0,,2026-06-13,NaverFinance
NH스팩29호,nh스팩29호,451700,,3440.0,,2026-06-09,NaverFinance
