ipo_id,name,name_key,symbol,market,listing_date,notes,source,source_detail,last_refresh_ts
krx_jw중외제약,JW중외제약,jw중외제약,001060,유가증권,,JW중외제약(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_대한방직,대한방직,대한방직,001070,유가증권,,대한방직(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_만호제강,만호제강,만호제강,001080,유가증권,,만호제강(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_lx인터내셔널,LX인터내셔널,lx인터내셔널,001120,유가증권,,(주)LX인터내셔널,공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_대한제분,대한제분,대한제분,001130,유가증권,,대한제분(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_유진투자증권,유진투자증권,유진투자증권,001200,유가증권,,유진투자증권(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_금호전기,금호전기,금호전기,001210,유가증권,,금호전기(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_동국홀딩스,동국홀딩스,동국홀딩스,001230,유가증권,,동국홀딩스(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_gs글로벌,GS글로벌,gs글로벌,001250,유가증권,,(주)지에스글로벌,공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_남광토건,남광토건,남광토건,001260,유가증권,,남광토건(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_부국증권,부국증권,부국증권,001270,유가증권,,부국증권(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_상상인증권,상상인증권,상상인증권,001290,유가증권,,(주)상상인증권,공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_pkc,PKC,pkc,001340,유가증권,,피케이씨(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_삼성제약,삼성제약,삼성제약,001360,유가증권,,삼성제약(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_sg글로벌,SG글로벌,sg글로벌,001380,유가증권,,(주)SG글로벌,공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_kg케미칼,KG케미칼,kg케미칼,001390,유가증권,,KG케미칼(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_태원물산,태원물산,태원물산,001420,유가증권,,태원물산(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_세아베스틸지주,세아베스틸지주,세아베스틸지주,001430,유가증권,,(주)세아베스틸지주,공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_대한전선,대한전선,대한전선,001440,유가증권,,대한전선(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
krx_현대해상,현대해상,현대해상,001450,유가증권,,현대해상화재보험(주),공공데이터-KRX상장종목정보,https://apis.data.go.kr/1160100/service/GetKrxListedInfoService/getItemInfo?serviceKey=4344393cd8b52efbda50379ba1a98afa85ab94b28f93f998d3de23d8f5700488&numOfRows=4000&pageNo=1&resultType=json&basDt=20260415,2026-04-17
