strategy_name,term,entry_mode,hold_days_after_entry,trades,win_rate,avg_ret,median_ret,sum_ret,compound_ret,min_ret,max_ret
6M_close_midhold,6M,close,63,16,0.4375,0.13323499235262676,-0.04149559214504417,2.131759877642028,0.6363621554950416,-0.4176832444937878,1.6160316458860282
3M_close_midhold,3M,close,32,13,0.38461538461538464,0.04775209849423247,-0.011574425854714243,0.6207772804250221,-0.033942950519476156,-0.42127528378074675,0.6792280453706592
1Y_close_midhold,1Y,close,126,8,0.625,0.04698222023794589,0.0727802132111971,0.3758577619035671,-0.009996437786672696,-0.48822915864422145,0.5621886980110877
15D_close_midhold,15D,close,5,25,0.52,0.0027800536010540266,0.0016647171798400695,0.06950134002635067,-0.2622304553678686,-0.2552879568064792,0.3839599513120808
1M_close_midhold,1M,close,21,19,0.3157894736842105,-0.11306044341725474,-0.12465432178019498,-2.14814842492784,-0.938708247278888,-0.4234355954741834,0.269133527029769
