strategy_name,term,entry_mode,symbol,name,listing_date,unlock_date,entry_dt,entry_price,exit_dt,exit_price,hold_days_after_entry,ipo_price,ipo_price_source,prev_close_vs_ipo,prev_close_date,entry_price_vs_ipo,gross_ret,net_ret
1M_close_midhold,1M,close,484590,삼양컴텍,2025-08-18,2025-09-18,2025-09-18,19570.0,2025-10-24,17170.0,21,7700.0,kind,2.668831168831169,2025-09-17,2.5415584415584416,-0.12263668880940215,-0.12465432178019498
1M_close_midhold,1M,close,488280,에스투더블유,2025-09-19,2025-10-19,2025-10-20,18370.0,2025-11-18,21100.0,21,13200.0,kind,1.553030303030303,2025-10-17,1.3916666666666666,0.1486118671747414,0.14597045609190196
1M_close_midhold,1M,close,486990,노타,2025-11-03,2025-12-03,2025-12-03,40800.0,2026-01-06,51900.0,21,9100.0,kind,4.873626373626373,2025-12-02,4.483516483516484,0.2720588235294117,0.269133527029769
1M_close_midhold,1M,close,469610,이노테크,2025-11-07,2025-12-07,2025-12-08,32450.0,2026-01-09,24950.0,21,14700.0,kind,2.5714285714285716,2025-12-05,2.207482993197279,-0.23112480739599384,-0.23289295511682495
1M_close_midhold,1M,close,494120,큐리오시스,2025-11-13,2025-12-13,2025-12-15,65100.0,2026-01-16,43350.0,21,22000.0,kind,3.227272727272727,2025-12-12,2.959090909090909,-0.3341013824884793,-0.33563271960818786
1M_close_midhold,1M,close,388210,씨엠티엑스,2025-11-20,2025-12-20,2025-12-22,99700.0,2026-01-23,100300.0,21,60500.0,kind,1.578512396694215,2025-12-19,1.6479338842975206,0.006018054162487463,0.0037045596620886023
1M_close_midhold,1M,close,488900,비츠로넥스텍,2025-11-21,2025-12-21,2025-12-22,14430.0,2026-01-23,24750.0,21,6900.0,kind,1.608695652173913,2025-12-19,2.091304347826087,0.7151767151767152,0.7112324003790285
1M_close_midhold,1M,close,478340,나라스페이스테크놀로지,2025-12-17,2026-01-17,2026-01-19,35900.0,2026-02-20,54300.0,21,16500.0,kind,1.8575757575757577,2026-01-16,2.175757575757576,0.5125348189415042,0.5090565106041891
1M_close_midhold,1M,close,476830,알지노믹스,2025-12-18,2026-01-18,2026-01-19,165000.0,2026-02-20,136900.0,21,22500.0,kind,6.973333333333334,2026-01-16,7.333333333333333,-0.1703030303030303,-0.17221104713080926
3M_close_midhold,3M,close,424960,스마트레이더시스템,2023-08-22,2023-11-22,2023-11-22,14930.0,2024-01-10,19260.0,32,8000.0,kind,1.805,2023-11-21,1.86625,0.29002009377093096,0.28705349254544155
3M_close_midhold,3M,close,454910,두산로보틱스,2023-10-05,2024-01-05,2024-01-05,101800.0,2024-02-22,81300.0,32,26000.0,kind,4.2,2024-01-04,3.9153846153846152,-0.20137524557956776,-0.2032118070305171
3M_close_midhold,3M,close,396470,워트,2023-10-26,2024-01-26,2024-01-26,10400.0,2024-03-15,10100.0,32,6500.0,kind,1.6846153846153846,2024-01-25,1.6,-0.028846153846153855,-0.031079472694480526
3M_close_midhold,3M,close,432720,퀄리타스반도체,2023-10-27,2024-01-27,2024-01-29,32888.0,2024-03-18,39772.0,32,17000.0,kind,2.1511176470588236,2024-01-26,1.9345882352941177,0.20931646801264892,0.20653545728782863
3M_close_midhold,3M,close,445090,에이직랜드,2023-11-13,2024-02-13,2024-02-13,52100.0,2024-03-29,60900.0,32,25000.0,kind,1.836,2024-02-08,2.084,0.16890595009596931,0.1662178696228196
3M_close_midhold,3M,close,450080,에코프로머티,2023-11-17,2024-02-17,2024-02-19,187600.0,2024-04-04,119100.0,32,36200.0,kind,5.486187845303867,2024-02-16,5.18232044198895,-0.36513859275053306,-0.36659855499287053
3M_close_midhold,3M,close,417200,LS머트리얼즈,2023-12-12,2024-03-12,2024-03-12,25500.0,2024-04-26,24000.0,32,6000.0,kind,4.108333333333333,2024-03-11,4.25,-0.05882352941176472,-0.06098791063693387
3M_close_midhold,3M,close,457550,우진엔텍,2024-01-24,2024-04-24,2024-04-24,27800.0,2024-06-13,38550.0,32,5300.0,kind,5.30188679245283,2024-04-23,5.245283018867925,0.3866906474820144,0.3835017373293286
3M_close_midhold,3M,close,460930,현대힘스,2024-01-26,2024-04-26,2024-04-26,16680.0,2024-06-17,14320.0,32,7300.0,kind,2.384931506849315,2024-04-25,2.2849315068493152,-0.14148681055155876,-0.1434610947446613
3M_close_midhold,3M,close,455900,엔젤로보틱스,2024-03-26,2024-06-26,2024-06-26,33900.0,2024-08-09,24200.0,32,20000.0,kind,1.7325,2024-06-25,1.695,-0.28613569321533927,-0.28777733487469515
3M_close_midhold,3M,close,107640,한중엔시에스,2024-06-24,2024-09-24,2024-09-24,48650.0,2024-11-12,35650.0,32,30000.0,kind,1.68,2024-09-23,1.6216666666666666,-0.26721479958890026,-0.26889995277686773
