strategy_name,term,entry_mode,symbol,name,listing_date,unlock_date,reason,query_start,query_end,entry_idx,exit_idx,daily_rows,daily_min,daily_max,target_entry_date
1Y_close_midhold,1Y,close,439260,대한조선,2025-08-01,2026-08-01,daily_empty_window,20260712,20270510,,,,,,
1Y_close_midhold,1Y,close,309710,아이티켐,2025-08-07,2026-08-07,daily_empty_window,20260718,20270516,,,,,,
1Y_close_midhold,1Y,close,456160,지투지바이오,2025-08-14,2026-08-14,daily_empty_window,20260725,20270523,,,,,,
1Y_close_midhold,1Y,close,484590,삼양컴텍,2025-08-18,2026-08-18,daily_empty_window,20260729,20270527,,,,,,
1Y_close_midhold,1Y,close,000008,에스엔시스,2025-08-19,2026-08-19,daily_empty_symbol,20260730,20270528,,,,,,
1Y_close_midhold,1Y,close,125490,한라캐스트,2025-08-20,2026-08-20,daily_empty_window,20260731,20270529,,,,,,
1Y_close_midhold,1Y,close,000010,제이피아이헬스케어,2025-08-21,2026-08-21,daily_empty_symbol,20260801,20270530,,,,,,
1Y_close_midhold,1Y,close,397810,애드포러스,2025-08-22,2026-08-22,daily_empty_window,20260802,20270531,,,,,,
1Y_close_midhold,1Y,close,318060,그래피,2025-08-25,2026-08-25,daily_empty_window,20260805,20270603,,,,,,
1Y_close_midhold,1Y,close,496320,본시스템즈,2025-09-08,2026-09-08,daily_empty_window,20260819,20270617,,,,,,
1Y_close_midhold,1Y,close,342870,오아,2025-09-09,2026-09-09,daily_empty_window,20260820,20270618,,,,,,
1Y_close_midhold,1Y,close,488280,에스투더블유,2025-09-19,2026-09-19,daily_empty_window,20260830,20270628,,,,,,
1Y_close_midhold,1Y,close,317450,명인제약,2025-10-01,2026-10-01,daily_empty_window,20260911,20270710,,,,,,
1Y_close_midhold,1Y,close,014950,삼익제약,2025-10-27,2026-10-27,daily_empty_window,20261007,20270805,,,,,,
1Y_close_midhold,1Y,close,486990,노타,2025-11-03,2026-11-03,daily_empty_window,20261014,20270812,,,,,,
1Y_close_midhold,1Y,close,469610,이노테크,2025-11-07,2026-11-07,daily_empty_window,20261018,20270816,,,,,,
1Y_close_midhold,1Y,close,494120,큐리오시스,2025-11-13,2026-11-13,daily_empty_window,20261024,20270822,,,,,,
1Y_close_midhold,1Y,close,061090,세나테크놀로지,2025-11-14,2026-11-14,daily_empty_window,20261025,20270823,,,,,,
1Y_close_midhold,1Y,close,000015,그린광학,2025-11-17,2026-11-17,daily_empty_symbol,20261028,20270826,,,,,,
1Y_close_midhold,1Y,close,459550,알트,2025-11-17,2026-11-17,daily_empty_window,20261028,20270826,,,,,,
1Y_close_midhold,1Y,close,403850,더핑크퐁컴퍼니,2025-11-18,2026-11-18,daily_empty_window,20261029,20270827,,,,,,
1Y_close_midhold,1Y,close,403810,아이엘로보틱스,2025-11-18,2026-11-18,daily_empty_window,20261029,20270827,,,,,,
1Y_close_midhold,1Y,close,388210,씨엠티엑스,2025-11-20,2026-11-20,daily_empty_window,20261031,20270829,,,,,,
1Y_close_midhold,1Y,close,488900,비츠로넥스텍,2025-11-21,2026-11-21,daily_empty_window,20261101,20270830,,,,,,
1Y_close_midhold,1Y,close,000126,삼성에피스홀딩스,2025-11-24,2026-11-24,daily_empty_symbol,20261104,20270902,,,,,,
1Y_close_midhold,1Y,close,000120,삼양바이오팜,2025-11-24,2026-11-24,daily_empty_window,20261104,20270902,,,,,,
1Y_close_midhold,1Y,close,000015,아로마티카,2025-11-27,2026-11-27,daily_empty_symbol,20261107,20270905,,,,,,
1Y_close_midhold,1Y,close,000009,에임드바이오,2025-12-04,2026-12-04,daily_empty_symbol,20261114,20270912,,,,,,
1Y_close_midhold,1Y,close,950250,테라뷰,2025-12-09,2026-12-09,daily_empty_window,20261119,20270917,,,,,,
1Y_close_midhold,1Y,close,000015,페스카로,2025-12-10,2026-12-10,daily_empty_symbol,20261120,20270918,,,,,,
1Y_close_midhold,1Y,close,261520,이지스,2025-12-11,2026-12-11,daily_empty_window,20261121,20270919,,,,,,
1Y_close_midhold,1Y,close,464490,쿼드메디슨,2025-12-12,2026-12-12,daily_empty_window,20261122,20270920,,,,,,
1Y_close_midhold,1Y,close,217590,티엠씨,2025-12-15,2026-12-15,daily_empty_window,20261125,20270923,,,,,,
1Y_close_midhold,1Y,close,000007,아크릴,2025-12-16,2026-12-16,daily_empty_symbol,20261126,20270924,,,,,,
1Y_close_midhold,1Y,close,478340,나라스페이스테크놀로지,2025-12-17,2026-12-17,daily_empty_window,20261127,20270925,,,,,,
1Y_close_midhold,1Y,close,476830,알지노믹스,2025-12-18,2026-12-18,daily_empty_window,20261128,20270926,,,,,,
1Y_close_midhold,1Y,close,000013,삼진식품,2025-12-22,2026-12-22,daily_empty_symbol,20261202,20270930,,,,,,
1Y_close_midhold,1Y,close,059180,엔더블유시,2025-12-22,2026-12-22,daily_empty_window,20261202,20270930,,,,,,
1Y_close_midhold,1Y,close,491000,리브스메드,2025-12-24,2026-12-24,daily_empty_window,20261204,20271002,,,,,,
1Y_close_midhold,1Y,close,012210,삼미금속,2025-12-29,2026-12-29,daily_empty_window,20261209,20271007,,,,,,
1Y_close_midhold,1Y,close,490470,세미파이브,2025-12-29,2026-12-29,daily_empty_window,20261209,20271007,,,,,,
1Y_close_midhold,1Y,close,000004,엔비알모션,2026-01-14,2027-01-14,daily_empty_symbol,20261225,20271023,,,,,,
1Y_close_midhold,1Y,close,493330,지에프아이,2026-01-14,2027-01-14,daily_empty_window,20261225,20271023,,,,,,
1Y_close_midhold,1Y,close,000001,덕양에너젠,2026-01-30,2027-01-30,daily_empty_symbol,20270110,20271108,,,,,,
1Y_close_midhold,1Y,close,279570,케이뱅크,2026-03-05,2027-03-05,daily_empty_window,20270213,20271212,,,,,,
1Y_close_midhold,1Y,close,458350,에스팀,2026-03-06,2027-03-06,daily_empty_window,20270214,20271213,,,,,,
1Y_close_midhold,1Y,close,000011,액스비스,2026-03-09,2027-03-09,daily_empty_symbol,20270217,20271216,,,,,,
1Y_close_midhold,1Y,close,000082,카나프테라퓨틱스,2026-03-16,2027-03-16,daily_empty_symbol,20270224,20271223,,,,,,
1Y_close_midhold,1Y,close,493280,아이엠바이오로직스,2026-03-20,2027-03-20,daily_empty_window,20270228,20271227,,,,,,
1Y_close_midhold,1Y,close,408470,한패스,2026-03-25,2027-03-25,daily_empty_window,20270305,20280101,,,,,,
1Y_close_midhold,1Y,close,000088,메쥬,2026-03-26,2027-03-26,daily_empty_symbol,20270306,20280102,,,,,,
