year,signal_name,term,unlock_type,multiple,price_filter,hold_days_after_entry,trades,win_rate,avg_ret,median_ret,sum_ret,compound_ret,min_ret,max_ret
2026,inst_15d_1.0x_reclaim_open_or_vwap,15D,inst_15d,1.0,reclaim_open_or_vwap,5,1,100.0,4.56187845303867,4.56187845303867,4.56187845303867,4.561878453038659,4.56187845303867,4.56187845303867
2026,inst_15d_2.0x_reclaim_open_or_vwap,15D,inst_15d,2.0,reclaim_open_or_vwap,5,1,0.0,-2.6887079261672104,-2.6887079261672104,-2.6887079261672104,-2.688707926167211,-2.6887079261672104,-2.6887079261672104
2026,inst_1m_1.0x_reclaim_open,1M,inst_1m,1.0,reclaim_open,15,1,0.0,-2.151851851851849,-2.151851851851849,-2.151851851851849,-2.1518518518518492,-2.151851851851849,-2.151851851851849
2026,inst_1m_1.0x_reclaim_open_or_vwap,1M,inst_1m,1.0,reclaim_open_or_vwap,15,1,100.0,4.872413793103448,4.872413793103448,4.872413793103448,4.872413793103458,4.872413793103448,4.872413793103448
2026,inst_6m_1.0x_range_top40,6M,inst_6m,1.0,range_top40,30,1,0.0,-3.2260780287474367,-3.2260780287474367,-3.2260780287474367,-3.2260780287474367,-3.2260780287474367,-3.2260780287474367
